"","team","week","HP13_mean","HP13_perc2p5","HP13_perc97p5","Date","HP14_mean","HP14_perc2p5","HP14_perc97p5","HP15_mean","HP15_perc2p5","HP15_perc97p5","HP16_mean","HP16_perc2p5","HP16_perc97p5","HP17_mean","HP17_perc2p5","HP17_perc97p5","HP18_mean","HP18_perc2p5","HP18_perc97p5","HP19_mean","HP19_perc2p5","HP19_perc97p5","HP20_mean","HP20_perc2p5","HP20_perc97p5","HP21_mean","HP21_perc2p5","HP21_perc97p5","HP22_mean","HP22_perc2p5","HP22_perc97p5","HP23_mean","HP23_perc2p5","HP23_perc97p5","HP24_mean","HP24_perc2p5","HP24_perc97p5"
"13","COL",13,3.450033,2.713712,4.116351,2020-09-23,3.450033,2.713712,4.116351,3.450033,2.713712,4.116351,3.263461,2.56548,3.885233,3.274297,2.652282,3.799285,3.263461,2.56548,3.885233,3.274297,2.652282,3.799285,3.264684,2.654157,3.875201,3.080451,2.518662,3.658872,3.090294,2.398461,3.624243,3.080451,2.518662,3.658872,3.090294,2.398461,3.624243
"14","COL",14,3.511605,2.534789,4.34941,2020-09-30,3.511605,2.534789,4.34941,3.511605,2.534789,4.34941,3.225029,2.369359,3.972003,3.272572,2.536089,3.952754,3.225029,2.369359,3.972003,3.272572,2.536089,3.952754,3.279325,2.40823,4.072888,3.005435,2.227636,3.687573,3.072807,2.373893,3.636379,3.005435,2.227636,3.687573,3.072807,2.373893,3.636379
"15","COL",15,3.542593,2.632747,4.152753,2020-10-07,3.542593,2.632747,4.152753,3.542593,2.632747,4.152753,3.237435,2.435474,3.790127,3.28714,2.48864,3.966644,3.237435,2.435474,3.790127,3.28714,2.48864,3.966644,3.342869,2.399536,4.017324,3.039655,2.220245,3.716266,3.080887,2.316016,3.827873,3.039655,2.220245,3.716266,3.080887,2.316016,3.827873
"16","COL",16,3.362059,2.860926,3.776256,2020-10-14,3.362059,2.860926,3.776256,3.362059,2.860926,3.776256,3.129391,2.664821,3.534267,3.243614,2.648281,3.754944,3.129391,2.664821,3.534267,3.243614,2.648281,3.754944,3.263914,2.627206,3.735471,3.010702,2.443227,3.483281,3.089504,2.436403,3.608731,3.010702,2.443227,3.483281,3.089504,2.436403,3.608731
"17","COL",17,3.026473,1.99299,3.392641,2020-10-21,3.026473,1.99299,3.392641,3.026473,1.99299,3.392641,2.889903,2.01065,3.258851,3.07653,2.393482,3.425681,2.889903,2.01065,3.258851,3.07653,2.393482,3.425681,3.02983,2.345523,3.365473,2.87161,2.282152,3.202861,3.023714,2.527331,3.386368,2.87161,2.282152,3.202861,3.023714,2.527331,3.386368
"18","COL",18,2.335242,1.056798,2.809814,2020-10-28,2.275598,1.030922,2.738406,2.335242,1.056798,2.809814,2.282403,1.148466,2.708052,2.480405,1.478661,2.866134,2.282403,1.148466,2.708052,2.480405,1.478661,2.866134,2.412512,1.366551,2.78954,2.278593,1.40097,2.630759,2.450426,1.702645,2.759004,2.337928,1.439438,2.693037,2.515307,1.749278,2.829672
"19","COL",19,1.687419,0.519259,2.357291,2020-11-04,1.502246,0.461589,2.105273,1.687419,0.519259,2.357291,1.708806,0.605794,2.303661,1.905789,0.803353,2.440903,1.708806,0.605794,2.303661,1.905789,0.803353,2.440903,1.829461,0.715775,2.351044,1.620539,0.722992,2.048453,1.780895,0.930025,2.165538,1.822513,0.820862,2.288631,2.005934,1.062812,2.433204
"20","COL",20,1.142342,0.252614,1.955964,2020-11-11,0.906751,0.197031,1.564945,1.142342,0.252614,1.955964,1.212921,0.313809,1.942613,1.391818,0.423176,2.082223,1.212921,0.313809,1.942613,1.391818,0.423176,2.082223,1.308695,0.363708,2.002374,1.066153,0.343697,1.568683,1.199516,0.455389,1.674025,1.357218,0.449639,1.980535,1.531636,0.597653,2.109224
"21","COL",21,0.733219,0.123135,1.51414,2020-11-18,0.519092,0.082178,1.087495,0.733219,0.123135,1.51414,0.819822,0.161221,1.533819,0.966413,0.218359,1.694621,0.819822,0.161221,1.533819,0.966413,0.218359,1.694621,0.885439,0.183177,1.618103,0.666673,0.155914,1.156551,0.769601,0.211472,1.254489,0.966394,0.240856,1.627,1.120357,0.326064,1.787566
"22","COL",22,0.435469,0.057915,1.057436,2020-11-25,0.27646,0.03254,0.691613,0.435469,0.057915,1.057436,0.510574,0.079608,1.122053,0.614456,0.108153,1.256858,0.510574,0.079608,1.122053,0.614456,0.108153,1.256858,0.549512,0.088874,1.200064,0.385144,0.066122,0.78116,0.455835,0.091167,0.863328,0.631418,0.122944,1.234021,0.74943,0.168012,1.366673
"23","COL",23,0.249934,0.027317,0.69199,2020-12-02,0.142489,0.012438,0.412533,0.249934,0.027317,0.69199,0.313351,0.041034,0.776636,0.382573,0.055502,0.88889,0.305203,0.039373,0.762573,0.372336,0.053243,0.874702,0.326519,0.042781,0.813607,0.215686,0.027682,0.501525,0.261165,0.038604,0.566142,0.392794,0.062,0.878861,0.474259,0.085189,0.994088
"24","COL",24,0.139153,0.012586,0.422973,2020-12-09,0.071126,0.004602,0.234881,0.139153,0.012586,0.422973,0.18547,0.020758,0.498807,0.228512,0.02816,0.590712,0.176079,0.019092,0.48326,0.216672,0.025778,0.572073,0.187061,0.020231,0.524526,0.116139,0.011126,0.305394,0.143675,0.015684,0.352588,0.234302,0.030765,0.589575,0.286249,0.042308,0.679213
"25","COL",25,0.074814,0.005614,0.248284,2020-12-16,0.034101,0.001624,0.126701,0.074814,0.005614,0.248284,0.105153,0.010143,0.305612,0.130192,0.013977,0.366872,0.097661,0.008918,0.29247,0.12082,0.012154,0.345706,0.10296,0.009269,0.313246,0.059573,0.004242,0.17445,0.075177,0.006064,0.206209,0.133556,0.014808,0.366738,0.164433,0.020331,0.433153
"26","COL",26,0.040226,0.002495,0.144833,2020-12-23,0.016237,0.000562,0.067103,0.040226,0.002495,0.144833,0.059227,0.00494,0.184066,0.073504,0.006939,0.219027,0.053987,0.004146,0.174562,0.067021,0.005738,0.207207,0.056507,0.004232,0.184557,0.03015,0.001578,0.097451,0.038773,0.002288,0.118152,0.075589,0.007093,0.224036,0.093557,0.009724,0.269168
"27","COL",27,0.021067,0.00108,0.0819,2020-12-30,0.007435,0.000181,0.033836,0.021067,0.00108,0.0819,0.032574,0.002376,0.107306,0.040497,0.003339,0.127817,0.029142,0.001886,0.100395,0.036301,0.002638,0.12044,0.030168,0.001876,0.106623,0.014682,0.000565,0.051933,0.019247,0.000825,0.064422,0.0417,0.003325,0.132978,0.051857,0.004552,0.16019
"28","COL",28,0.011024,0.000463,0.045929,2021-01-06,0.003369,5.5e-05,0.016749,0.011024,0.000463,0.045929,0.017903,0.001152,0.062381,0.02228,0.001613,0.07424,0.015728,0.000865,0.057789,0.019653,0.001203,0.069512,0.016078,0.000829,0.061297,0.007066,0.000193,0.027244,0.009444,0.00029,0.03448,0.022974,0.001569,0.078303,0.02869,0.002145,0.094003
"29","COL",29,0.005649,0.000189,0.025031,2021-01-13,0.001482,1.3e-05,0.007995,0.005649,0.000189,0.025031,0.009555,0.000532,0.034814,0.011894,0.00075,0.042154,0.00827,0.000377,0.032222,0.010359,0.000526,0.039092,0.00838,0.000351,0.034365,0.003278,5.8e-05,0.013841,0.004463,9.5e-05,0.01773,0.012311,0.000712,0.044703,0.015428,0.00097,0.054016
"30","COL",30,0.00283,7.4e-05,0.013272,2021-01-20,0.000627,2e-06,0.003658,0.00283,7.4e-05,0.013272,0.005027,0.000246,0.01905,0.006261,0.00035,0.02353,0.004372,0.000167,0.017812,0.005499,0.000238,0.021933,0.00427,0.000145,0.018813,0.001474,1.5e-05,0.006787,0.002048,2.9e-05,0.008767,0.006636,0.000331,0.025314,0.008356,0.000451,0.0308
"31","COL",31,0.001395,2.6e-05,0.006925,2021-01-27,0.000258,0,0.001619,0.001395,2.6e-05,0.006925,0.002607,0.000111,0.010281,0.003251,0.000157,0.01276,0.002282,7.4e-05,0.009698,0.002884,0.000104,0.012051,0.00214,5.6e-05,0.010064,0.000645,2e-06,0.0032,0.000914,6e-06,0.004196,0.003531,0.000147,0.014252,0.00447,0.000212,0.017281
"32","COL",32,0.000683,8e-06,0.003573,2021-02-03,0.000103,0,0.000698,0.000683,8e-06,0.003573,0.001345,4.9e-05,0.005509,0.001678,7.1e-05,0.006854,0.001186,3e-05,0.005241,0.001506,4.5e-05,0.006592,0.001066,2e-05,0.005311,0.000277,0,0.001473,0.000401,1e-06,0.001976,0.001872,6.6e-05,0.007925,0.002382,9.5e-05,0.009745
"33","COL",33,0.000328,1e-06,0.001811,2021-02-10,3.9e-05,0,0.000291,0.000328,1e-06,0.001811,0.000685,2.1e-05,0.00291,0.000856,3.1e-05,0.003627,0.00061,1.2e-05,0.00279,0.000778,1.9e-05,0.003558,0.000522,5e-06,0.002747,0.000115,0,0.000653,0.000171,0,0.00091,0.000981,2.8e-05,0.004341,0.001256,4.1e-05,0.005443
"34","COL",34,0.000154,0,0.000897,2021-02-17,1.4e-05,0,0.000114,0.000154,0,0.000897,0.000345,8e-06,0.001516,0.000432,1.3e-05,0.001896,0.00031,5e-06,0.001475,0.000399,7e-06,0.001897,0.00025,1e-06,0.001393,4.6e-05,0,0.000281,7.1e-05,0,0.000406,0.00051,1.1e-05,0.002354,0.000657,1.8e-05,0.00297
"35","COL",35,7.1e-05,0,0.000439,2021-02-24,4e-06,0,4.5e-05,7.1e-05,0,0.000439,0.000171,4e-06,0.000782,0.000214,6e-06,0.000978,0.000156,1e-06,0.000771,0.000201,3e-06,0.00099,0.000118,0,0.000699,1.7e-05,0,0.000117,2.8e-05,0,0.000177,0.000261,5e-06,0.001258,0.000339,7e-06,0.00159
"36","COL",36,3.1e-05,0,0.000205,2021-03-03,1e-06,0,1.4e-05,3.1e-05,0,0.000205,8.2e-05,1e-06,0.000392,0.000104,2e-06,0.000486,7.6e-05,0,0.000394,9.9e-05,1e-06,0.000503,5.3e-05,0,0.000335,6e-06,0,4.6e-05,1e-05,0,7.4e-05,0.000131,1e-06,0.000651,0.000171,3e-06,0.000829
"37","COL",37,1.3e-05,0,9.7e-05,2021-03-10,0,0,3e-06,1.3e-05,0,9.7e-05,3.9e-05,0,0.000194,4.9e-05,1e-06,0.000242,3.6e-05,0,2e-04,4.8e-05,0,0.000254,2.3e-05,0,0.00016,2e-06,0,1.6e-05,3e-06,0,2.9e-05,6.5e-05,1e-06,0.000332,8.6e-05,1e-06,0.000426
"38","COL",38,5e-06,0,4.5e-05,2021-03-17,0,0,0,5e-06,0,4.5e-05,1.8e-05,0,9.5e-05,2.3e-05,0,0.00012,1.7e-05,0,1e-04,2.3e-05,0,0.00013,1e-05,0,7.7e-05,0,0,4e-06,1e-06,0,9e-06,3.2e-05,0,0.000171,4.3e-05,0,0.000224
"39","COL",39,2e-06,0,1.7e-05,2021-03-24,0,0,0,2e-06,0,1.7e-05,8e-06,0,4.4e-05,1e-05,0,5.6e-05,8e-06,0,4.7e-05,1e-05,0,6.2e-05,4e-06,0,3.4e-05,0,0,1e-06,0,0,2e-06,1.5e-05,0,8.6e-05,2e-05,0,0.000111
"40","COL",40,1e-06,0,5e-06,2021-03-31,0,0,0,1e-06,0,5e-06,3e-06,0,1.9e-05,4e-06,0,2.4e-05,3e-06,0,2.1e-05,5e-06,0,2.8e-05,1e-06,0,1.3e-05,0,0,0,0,0,1e-06,7e-06,0,4e-05,9e-06,0,5.4e-05
"41","COL",41,0,0,1e-06,2021-04-07,0,0,0,0,0,1e-06,1e-06,0,7e-06,2e-06,0,1e-05,1e-06,0,9e-06,2e-06,0,1.2e-05,0,0,4e-06,0,0,0,0,0,0,3e-06,0,1.8e-05,4e-06,0,2.6e-05
"42","COL",42,0,0,0,2021-04-14,0,0,0,0,0,0,0,0,2e-06,1e-06,0,4e-06,0,0,3e-06,1e-06,0,5e-06,0,0,1e-06,0,0,0,0,0,0,1e-06,0,8e-06,2e-06,0,1.1e-05
"43","COL",43,0,0,0,2021-04-21,0,0,0,0,0,0,0,0,1e-06,0,0,1e-06,0,0,1e-06,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,3e-06,1e-06,0,5e-06
"44","COL",44,0,0,0,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,1e-06,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,2e-06
"45","COL",45,0,0,0,2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,1e-06
"46","COL",46,0,0,0,2021-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","COL",47,0,0,0,2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","COL",48,0,0,0,2021-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","COL",49,0,0,0,2021-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","COL",50,0,0,0,2021-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","COL",51,0,0,0,2021-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","COL",52,0,0,0,2021-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","COL2",1,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,2020-07-01,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05138459422965e-05,5.33622425167311e-05,6.862534909654e-05,6.05433362311129e-05,5.34322506524443e-05,6.86241678196001e-05,6.03204037214853e-05,5.32601598168409e-05,6.83464418951895e-05,6.03204037214853e-05,5.32601598168409e-05,6.83464418951895e-05,6.03204037214853e-05,5.32601598168409e-05,6.83464418951895e-05,6.03204037214853e-05,5.32601598168409e-05,6.83464418951895e-05
"54","COL2",2,0.00024046204884808,0.000190053448892343,0.000306256811440117,2020-07-08,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.00024046204884808,0.000190053448892343,0.000306256811440117,0.000236550322827747,0.000187472787362849,0.000300065348972437,0.000232895192724414,0.000184837080339695,0.000294914547424884,0.000232895192724414,0.000184837080339695,0.000294914547424884,0.000232895192724414,0.000184837080339695,0.000294914547424884,0.000232895192724414,0.000184837080339695,0.000294914547424884
"55","COL2",3,0.000918707810781993,0.000638891543204927,0.00131681300559372,2020-07-15,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000918707810781993,0.000638891543204927,0.00131681300559372,0.000884628610235052,0.000618264401063014,0.00126142917113994,0.000859841335037373,0.00060251730422988,0.00122250045990158,0.000859841335037373,0.00060251730422988,0.00122250045990158,0.000859841335037373,0.00060251730422988,0.00122250045990158,0.000859841335037373,0.00060251730422988,0.00122250045990158
"56","COL2",4,0.00367864970212425,0.00223264031694229,0.00591747727400842,2020-07-22,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00367864970212425,0.00223264031694229,0.00591747727400842,0.00346712417655366,0.00212702831189612,0.00555008190934507,0.00332643616579783,0.0020515861448333,0.005307079519113,0.00332643616579783,0.0020515861448333,0.005307079519113,0.00332643616579783,0.0020515861448333,0.005307079519113,0.00332643616579783,0.0020515861448333,0.005307079519113
"57","COL2",5,0.0155833854318942,0.00821428451461243,0.0280420101744736,2020-07-29,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0155833854318942,0.00821428451461243,0.0280420101744736,0.0143789136516804,0.00770075298166052,0.025757414188944,0.0136153469029723,0.00734377058401239,0.024326756082379,0.0136153469029723,0.00734377058401239,0.024326756082379,0.0136153469029723,0.00734377058401239,0.024326756082379,0.0136153469029723,0.00734377058401239,0.024326756082379
"58","COL2",6,0.0676496086824319,0.0308385604288613,0.135465235337323,2020-08-05,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0676496086824319,0.0308385604288613,0.135465235337323,0.0611289352761298,0.0284235984194717,0.121851724349039,0.0571297551605802,0.0268002927859551,0.113566375987555,0.0571297551605802,0.0268002927859551,0.113566375987555,0.0571297551605802,0.0268002927859551,0.113566375987555,0.0571297551605802,0.0268002927859551,0.113566375987555
"59","COL2",7,0.306635812467105,0.120979335940979,0.673809800451916,2020-08-12,0.306635812467105,0.120979335940979,0.673809800451916,0.306635812467105,0.120979335940979,0.673809800451916,0.306635812467105,0.120979335940979,0.673809800451916,0.306635812467105,0.120979335940979,0.673809800451916,0.306635812467105,0.120979335940979,0.673809800451916,0.306635812467105,0.120979335940979,0.673809800451916,0.271834491703669,0.109704144467854,0.594703402928621,0.250967126906791,0.102295669487232,0.547919677370386,0.250967126906791,0.102295669487232,0.547919677370386,0.250967126906791,0.102295669487232,0.547919677370386,0.250967126906791,0.102295669487232,0.547919677370386
"60","COL2",8,1.34949540825793,0.481377943476003,3.06119163328358,2020-08-19,1.34949540825793,0.481377943476003,3.06119163328358,1.34949540825793,0.481377943476003,3.06119163328358,1.28283260874848,0.481377943476003,2.54684404290494,1.34949540825793,0.481377943476003,3.06119163328358,1.28283260874848,0.481377943476003,2.54684404290494,1.34949540825793,0.481377943476003,3.06119163328358,1.18417317696552,0.430422796505315,2.69253549150676,1.05658327984357,0.397417099067932,2.17214368222356,1.08561257061004,0.397417099067932,2.4751024392942,1.05658327984357,0.397417099067932,2.17214368222356,1.08561257061004,0.397417099067932,2.4751024392942
"61","COL2",9,4.67054254685034,1.81989769085582,8.91434836712169,2020-08-26,4.67054254685034,1.81989769085582,8.91434836712169,4.67054254685034,1.81989769085582,8.91434836712169,3.39374075636435,1.6861094817789,5.74852337778327,4.01471062090005,1.52352307830262,7.90135321242683,3.39374075636435,1.6861094817789,5.74852337778327,4.01471062090005,1.52352307830262,7.90135321242683,4.17673823680276,1.61756252269599,8.20760830390647,2.92142610740861,1.43540230874158,5.02436502497815,3.30133394350197,1.24141129270993,6.79110539924054,2.92142610740861,1.43540230874158,5.02436502497815,3.30133394350197,1.24141129270993,6.79110539924054
"62","COL2",10,9.28149837763203,5.6059580279331,11.120700556666,2020-09-02,9.28149837763203,5.6059580279331,11.120700556666,9.28149837763203,5.6059580279331,11.120700556666,6.2045146918264,3.78889293009363,8.26444163837656,6.58968246161742,3.44207797394991,8.86676929598066,6.2045146918264,3.78889293009363,8.26444163837656,6.58968246161742,3.44207797394991,8.86676929598066,8.79249484212133,5.08342947665457,10.9693398309792,5.55770123174686,3.28189548645126,7.712049329753,5.79786981094545,2.83041282936503,8.50434503083858,5.55770123174686,3.28189548645126,7.712049329753,5.79786981094545,2.83041282936503,8.50434503083858
"63","COL2",11,8.87157199177557,6.01317899041796,10.1749665514881,2020-09-09,8.87157199177557,6.01317899041796,10.1749665514881,8.87157199177557,6.01317899041796,10.1749665514881,7.20389793982637,6.27974737420562,7.73029318889306,7.01573110852358,5.54735054286415,7.75127253683066,7.20389793982637,6.27974737420562,7.73029318889306,7.01573110852358,5.54735054286415,7.75127253683066,8.96972218588686,6.37327427609794,10.0541699244596,6.9287478935014,5.68736454666942,7.46701745635067,6.78304906290575,5.15980414412122,7.5013791112044,6.9287478935014,5.68736454666942,7.46701745635067,6.78304906290575,5.15980414412122,7.5013791112044
"64","COL2",12,4.98341934744155,2.41646867922116,7.93216101562016,2020-09-16,4.98341934744155,2.41646867922116,7.93216101562016,4.98341934744155,2.41646867922116,7.93216101562016,5.5058780959886,3.65076099844095,6.8062859246193,5.15908421920677,2.72862161889235,6.83882898574256,5.5058780959886,3.65076099844095,6.8062859246193,5.15908421920677,2.72862161889235,6.83882898574256,5.2663608045802,2.61875632408019,8.14521468781157,5.68890645315506,3.99196530696693,6.70315759450564,5.45144253926435,3.15381371197571,6.75460521180591,5.68890645315506,3.99196530696693,6.70315759450564,5.45144253926435,3.15381371197571,6.75460521180591
"65","COL2",13,2.20156768848978,0.915228473325892,4.13269909311842,2020-09-23,2.20156768848978,0.915228473325892,4.13269909311842,2.20156768848978,0.915228473325892,4.13269909311842,3.20629359820298,1.72368731820194,4.94339145959554,2.98105595950649,1.20179316281352,5.19896205070417,3.20629359820298,1.72368731820194,4.94339145959554,2.98105595950649,1.20179316281352,5.19896205070417,2.37488492924475,1.00483773678322,4.40822192602646,3.491756869132,1.95196544307256,5.18011139859223,3.36559050752089,1.44251013006828,5.51324261809053,3.491756869132,1.95196544307256,5.18011139859223,3.36559050752089,1.44251013006828,5.51324261809053
