"","Team","Scenario","Reduction","Rank","Output"
"172","UVA","HP04",36.5357821453522,6,"Magnitude Reduction"
"173","IMP","HP04",39.0666195656901,8,"Magnitude Reduction"
"174","COL2","HP04",37.9719004411657,6.5,"Magnitude Reduction"
"175","ENS","HP04",26.5899545676097,8,"Magnitude Reduction"
"176","COL","HP05",11.4498893789285,3,"Magnitude Reduction"
"177","NEU3","HP05",71.2166908881928,2,"Magnitude Reduction"
"178","UTA","HP05",7.59581267498089,10,"Magnitude Reduction"
"179","UVA","HP05",7.98221797754346,10,"Magnitude Reduction"
"180","IMP","HP05",66.4181868782424,6,"Magnitude Reduction"
"181","COL2","HP05",37.9036554381225,8,"Magnitude Reduction"
"182","ENS","HP05",33.7610755393351,7,"Magnitude Reduction"
"183","COL","HP06",1.34591449768415,9,"Magnitude Reduction"
"184","NEU3","HP06",17.9894307891203,8,"Magnitude Reduction"
"185","UTA","HP06",43.9997946479641,7,"Magnitude Reduction"
"186","UVA","HP06",66.7421918730299,5,"Magnitude Reduction"
"187","IMP","HP06",67.3747008724807,5,"Magnitude Reduction"
"188","COL2","HP06",37.9719004411657,6.5,"Magnitude Reduction"
"189","ENS","HP06",39.2373221869075,5,"Magnitude Reduction"
"190","COL","HP07",10.2184711899163,4,"Magnitude Reduction"
"191","NEU3","HP07",30.4381799453787,6,"Magnitude Reduction"
"192","UTA","HP07",52.6100096451805,6,"Magnitude Reduction"
"193","UVA","HP07",27.3827478631257,7,"Magnitude Reduction"
"194","IMP","HP07",46.430606019677,7,"Magnitude Reduction"
"195","COL2","HP07",41.1810689473325,5,"Magnitude Reduction"
"196","ENS","HP07",34.7101806017685,6,"Magnitude Reduction"
"197","COL","HP08",7.14117681660949,7,"Magnitude Reduction"
"198","NEU3","HP08",0.204756646376758,10,"Magnitude Reduction"
"199","UTA","HP08",36.3088465369438,8,"Magnitude Reduction"
"200","UVA","HP08",14.0246742464858,8,"Magnitude Reduction"
"201","IMP","HP08",4.43142869722541,10,"Magnitude Reduction"
"202","COL2","HP08",3.7698078024894,9,"Magnitude Reduction"
"203","ENS","HP08",10.9801151243551,10,"Magnitude Reduction"
"204","COL","HP09",7.67478892639151,5,"Magnitude Reduction"
"205","NEU3","HP09",68.6373340474421,3,"Magnitude Reduction"
"206","UTA","HP09",80.525820075861,2,"Magnitude Reduction"
"207","UVA","HP09",74.9467437773963,3,"Magnitude Reduction"
"208","IMP","HP09",81.2664021342572,3,"Magnitude Reduction"
"209","COL2","HP09",43.1138396404516,3,"Magnitude Reduction"
"210","ENS","HP09",59.3608214336333,3,"Magnitude Reduction"
"211","COL","HP10",20.3644225230833,1,"Magnitude Reduction"
"212","NEU3","HP10",94.8143026356832,1,"Magnitude Reduction"
"213","UTA","HP10",96.3534227900109,1,"Magnitude Reduction"
"214","UVA","HP10",90.9376869051739,1,"Magnitude Reduction"
"215","IMP","HP10",96.2642522427446,1,"Magnitude Reduction"
"216","COL2","HP10",60.849530410033,1,"Magnitude Reduction"
"217","ENS","HP10",76.5972695844548,1,"Magnitude Reduction"
"218","COL","HP11",7.4828903035713,6,"Magnitude Reduction"
"219","NEU3","HP11",43.7742674116667,5,"Magnitude Reduction"
"220","UTA","HP11",73.5742182432518,3,"Magnitude Reduction"
"221","UVA","HP11",74.049985644656,4,"Magnitude Reduction"
"222","IMP","HP11",72.2907136838677,4,"Magnitude Reduction"
"223","COL2","HP11",42.5531128773494,4,"Magnitude Reduction"
"224","ENS","HP11",52.2875313607271,4,"Magnitude Reduction"
"225","COL","HP12",18.2169265579392,2,"Magnitude Reduction"
"226","NEU3","HP12",66.0368488145494,4,"Magnitude Reduction"
"227","UTA","HP12",72.6122194048885,4,"Magnitude Reduction"
"228","UVA","HP12",84.9154964981455,2,"Magnitude Reduction"
"229","IMP","HP12",82.2843262226469,2,"Magnitude Reduction"
"230","COL2","HP12",46.499988507818,2,"Magnitude Reduction"
"231","ENS","HP12",61.7609676676646,2,"Magnitude Reduction"
"232","COL","HP02",0,0,"Peak Delay"
"233","NEU3","HP02",0,0,"Peak Delay"
"234","UTA","HP02",-3,0,"Peak Delay"
"235","UVA","HP02",-1,0,"Peak Delay"
"236","IMP","HP02",-1,0,"Peak Delay"
"237","COL2","HP02",0,0,"Peak Delay"
"238","COL","HP03",0,0,"Peak Delay"
"239","NEU3","HP03",0,0,"Peak Delay"
"240","UTA","HP03",0,0,"Peak Delay"
"241","UVA","HP03",0,0,"Peak Delay"
"242","IMP","HP03",0,0,"Peak Delay"
"243","COL2","HP03",0,0,"Peak Delay"
"244","COL","HP04",-1,0,"Peak Delay"
"245","NEU3","HP04",1,0,"Peak Delay"
"246","UTA","HP04",3,0,"Peak Delay"
"247","UVA","HP04",5,0,"Peak Delay"
"248","IMP","HP04",6,0,"Peak Delay"
"249","COL2","HP04",0,0,"Peak Delay"
"250","COL","HP05",0,0,"Peak Delay"
"251","NEU3","HP05",4,0,"Peak Delay"
"252","UTA","HP05",4,0,"Peak Delay"
"253","UVA","HP05",7,0,"Peak Delay"
"254","IMP","HP05",8,0,"Peak Delay"
"255","COL2","HP05",3,0,"Peak Delay"
"256","COL","HP06",-1,0,"Peak Delay"
"257","NEU3","HP06",1,0,"Peak Delay"
"258","UTA","HP06",-1,0,"Peak Delay"
"259","UVA","HP06",0,0,"Peak Delay"
"260","IMP","HP06",2,0,"Peak Delay"
"261","COL2","HP06",0,0,"Peak Delay"
"262","COL","HP07",0,0,"Peak Delay"
"263","NEU3","HP07",5,0,"Peak Delay"
"264","UTA","HP07",12,0,"Peak Delay"
"265","UVA","HP07",13,0,"Peak Delay"
"266","IMP","HP07",13,0,"Peak Delay"
"267","COL2","HP07",3,0,"Peak Delay"
"268","COL","HP08",0,0,"Peak Delay"
"269","NEU3","HP08",4,0,"Peak Delay"
"270","UTA","HP08",0,0,"Peak Delay"
"271","UVA","HP08",0,0,"Peak Delay"
"272","IMP","HP08",0,0,"Peak Delay"
"273","COL2","HP08",0,0,"Peak Delay"
"274","COL","HP09",0,0,"Peak Delay"
"275","NEU3","HP09",2,0,"Peak Delay"
"276","UTA","HP09",-2,0,"Peak Delay"
"277","UVA","HP09",-1,0,"Peak Delay"
"278","IMP","HP09",0,0,"Peak Delay"
"279","COL2","HP09",1,0,"Peak Delay"
"280","COL","HP10",0,0,"Peak Delay"
"281","NEU3","HP10",4,0,"Peak Delay"
"282","UTA","HP10",-2,0,"Peak Delay"
"283","UVA","HP10",7,0,"Peak Delay"
"284","IMP","HP10",2,0,"Peak Delay"
"285","COL2","HP10",2,0,"Peak Delay"
"286","COL","HP11",0,0,"Peak Delay"
"287","NEU3","HP11",4,0,"Peak Delay"
"288","UTA","HP11",-1,0,"Peak Delay"
"289","UVA","HP11",0,0,"Peak Delay"
"290","IMP","HP11",3,0,"Peak Delay"
"291","COL2","HP11",1,0,"Peak Delay"
"292","COL","HP12",1,0,"Peak Delay"
"293","NEU3","HP12",8,0,"Peak Delay"
"294","UTA","HP12",12,0,"Peak Delay"
"295","UVA","HP12",7,0,"Peak Delay"
"296","IMP","HP12",7,0,"Peak Delay"
"297","COL2","HP12",3,0,"Peak Delay"
