"","Team","Scenario","Reduction","Rank","Output"
"85","COL","HP15",0,11,"Averted Percent"
"86","NEU3","HP15",0.00411217655381811,11,"Averted Percent"
"87","UTA","HP15",-0.639901946486098,11,"Averted Percent"
"88","UVA","HP15",0.000600257015456232,10,"Averted Percent"
"89","IMP","HP15",0.332541465157375,10.5,"Averted Percent"
"90","COL2","HP15",8.6423907979077e-05,11,"Averted Percent"
"91","ENS","HP15",-0.0912893560249597,11,"Averted Percent"
"92","COL","HP16",2.39166814418917,10,"Averted Percent"
"93","NEU3","HP16",14.0309133792225,6,"Averted Percent"
"94","UTA","HP16",6.66216155027822,8,"Averted Percent"
"95","UVA","HP16",11.032902709384,7,"Averted Percent"
"96","IMP","HP16",20.8435422366775,7,"Averted Percent"
"97","COL2","HP16",8.73611262159775,6,"Averted Percent"
"98","ENS","HP16",10.2991756917722,7,"Averted Percent"
"99","COL","HP17",3.05587399948036,7,"Averted Percent"
"100","NEU3","HP17",15.0638564699254,5,"Averted Percent"
"101","UTA","HP17",5.63475782337782,9,"Averted Percent"
"102","UVA","HP17",8.14659719080269,8,"Averted Percent"
"103","IMP","HP17",21.2845185617828,5.5,"Averted Percent"
"104","COL2","HP17",8.46898170339183,8,"Averted Percent"
"105","ENS","HP17",9.95921208715092,8,"Averted Percent"
"106","COL","HP18",2.51254405601029,9,"Averted Percent"
"107","NEU3","HP18",13.7058278513275,8,"Averted Percent"
"108","UTA","HP18",11.692054854599,5,"Averted Percent"
"109","UVA","HP18",14.5182731416373,5,"Averted Percent"
"110","IMP","HP18",14.2898456779312,8,"Averted Percent"
"111","COL2","HP18",8.77253679087945,5,"Averted Percent"
"112","ENS","HP18",10.9228572920308,6,"Averted Percent"
"113","COL","HP19",3.20593347041639,6,"Averted Percent"
"114","NEU3","HP19",13.9314400264945,7,"Averted Percent"
"115","UTA","HP19",11.656347302742,6,"Averted Percent"
"116","UVA","HP19",14.2186320014436,6,"Averted Percent"
"117","IMP","HP19",21.2845185617828,5.5,"Averted Percent"
"118","COL2","HP19",8.50234902563944,7,"Averted Percent"
"119","ENS","HP19",11.9901871073872,5,"Averted Percent"
"120","COL","HP20",2.84002887411275,8,"Averted Percent"
"121","NEU3","HP20",6.32471149812676,9,"Averted Percent"
"122","UTA","HP20",4.18571536129633,10,"Averted Percent"
"123","UVA","HP20",0,11,"Averted Percent"
"124","IMP","HP20",2.11549650680561,9,"Averted Percent"
"125","COL2","HP20",1.47829406604821,9,"Averted Percent"
"126","ENS","HP20",3.00010999370848,9,"Averted Percent"
"127","COL","HP21",10.4763756887619,2,"Averted Percent"
"128","NEU3","HP21",22.2620163430858,2,"Averted Percent"
"129","UTA","HP21",36.7091198068422,2,"Averted Percent"
"130","UVA","HP21",20.4852224707508,2,"Averted Percent"
"131","IMP","HP21",30.0916352296507,2,"Averted Percent"
"132","COL2","HP21",11.1915431796117,1,"Averted Percent"
"133","ENS","HP21",22.6771372922313,2,"Averted Percent"
"134","COL","HP22",11.99647432416,1,"Averted Percent"
"135","NEU3","HP22",26.3321343588737,1,"Averted Percent"
"136","UTA","HP22",47.2499655670466,1,"Averted Percent"
"137","UVA","HP22",26.8814942746033,1,"Averted Percent"
"138","IMP","HP22",30.1264196604257,1,"Averted Percent"
"139","COL2","HP22",11.019785360257,3,"Averted Percent"
"140","ENS","HP22",26.8296124963012,1,"Averted Percent"
"141","COL","HP23",5.51867392423205,4,"Averted Percent"
"142","NEU3","HP23",20.7741329434699,4,"Averted Percent"
"143","UTA","HP23",17.0743667849244,4,"Averted Percent"
"144","UVA","HP23",15.7169840509074,4,"Averted Percent"
"145","IMP","HP23",24.5907557349808,4,"Averted Percent"
"146","COL2","HP23",11.0594234957224,2,"Averted Percent"
"147","ENS","HP23",15.8330855319495,4,"Averted Percent"
"148","COL","HP24",6.20042136279296,3,"Averted Percent"
"149","NEU3","HP24",21.1231047549949,3,"Averted Percent"
"150","UTA","HP24",19.8171327954569,3,"Averted Percent"
"151","UVA","HP24",17.3598020891512,3,"Averted Percent"
"152","IMP","HP24",24.8480453872146,3,"Averted Percent"
"153","COL2","HP24",10.8895157057828,4,"Averted Percent"
"154","ENS","HP24",16.8479634368283,3,"Averted Percent"
"155","COL","HP14",0,10.5,"Magnitude Reduction"
"156","NEU3","HP14",0.11147258506624,10,"Magnitude Reduction"
"157","UTA","HP14",1.02514163894177,10,"Magnitude Reduction"
"158","UVA","HP14",0,10,"Magnitude Reduction"
"159","IMP","HP14",0,10.5,"Magnitude Reduction"
"160","COL2","HP14",0,10.5,"Magnitude Reduction"
"161","ENS","HP14",0.189435704001335,10,"Magnitude Reduction"
"162","COL","HP15",0,10.5,"Magnitude Reduction"
"163","NEU3","HP15",0.0286325799161262,11,"Magnitude Reduction"
"164","UTA","HP15",-0.858333162389434,11,"Magnitude Reduction"
"165","UVA","HP15",0,10,"Magnitude Reduction"
"166","IMP","HP15",0,10.5,"Magnitude Reduction"
"167","COL2","HP15",0,10.5,"Magnitude Reduction"
"168","ENS","HP15",-0.138283430412218,11,"Magnitude Reduction"
"169","COL","HP16",1.91519393581737,8.5,"Magnitude Reduction"
"170","NEU3","HP16",25.0074070984664,8,"Magnitude Reduction"
"171","UTA","HP16",32.5678210705473,5,"Magnitude Reduction"
"172","UVA","HP16",51.8131560624863,7,"Magnitude Reduction"
"173","IMP","HP16",53.9867610114493,5.5,"Magnitude Reduction"
"174","COL2","HP16",27.686654553663,5.5,"Magnitude Reduction"
"175","ENS","HP16",32.1628322887383,7,"Magnitude Reduction"
"176","COL","HP17",6.88056126784989,5.5,"Magnitude Reduction"
"177","NEU3","HP17",32.0063741465142,5,"Magnitude Reduction"
"178","UTA","HP17",26.6778204720408,8,"Magnitude Reduction"
"179","UVA","HP17",50.7582608649698,8,"Magnitude Reduction"
"180","IMP","HP17",53.2998221206156,7.5,"Magnitude Reduction"
"181","COL2","HP17",25.3962353339994,7.5,"Magnitude Reduction"
"182","ENS","HP17",32.5031790343316,6,"Magnitude Reduction"
"183","COL","HP18",1.91519393581737,8.5,"Magnitude Reduction"
"184","NEU3","HP18",25.0723224525234,7,"Magnitude Reduction"
"185","UTA","HP18",32.4133925303572,6,"Magnitude Reduction"
"186","UVA","HP18",51.8874044453738,5,"Magnitude Reduction"
"187","IMP","HP18",53.9867610114493,5.5,"Magnitude Reduction"
"188","COL2","HP18",27.686654553663,5.5,"Magnitude Reduction"
"189","ENS","HP18",32.160288154864,8,"Magnitude Reduction"
"190","COL","HP19",6.88056126784989,5.5,"Magnitude Reduction"
"191","NEU3","HP19",31.9481834654817,6,"Magnitude Reduction"
"192","UTA","HP19",29.0910290050006,7,"Magnitude Reduction"
"193","UVA","HP19",55.3729348260528,3,"Magnitude Reduction"
"194","IMP","HP19",53.2998221206156,7.5,"Magnitude Reduction"
"195","COL2","HP19",25.3962353339994,7.5,"Magnitude Reduction"
"196","ENS","HP19",33.6647943365,5,"Magnitude Reduction"
"197","COL","HP20",5.13977723969882,7,"Magnitude Reduction"
"198","NEU3","HP20",9.756563321876,9,"Magnitude Reduction"
"199","UTA","HP20",7.87425483792269,9,"Magnitude Reduction"
"200","UVA","HP20",0,10,"Magnitude Reduction"
"201","IMP","HP20",2.88060651435669,9,"Magnitude Reduction"
"202","COL2","HP20",2.23325671766109,9,"Magnitude Reduction"
"203","ENS","HP20",4.64740977191921,9,"Magnitude Reduction"
"204","COL","HP21",7.43442094321623,3.5,"Magnitude Reduction"
"205","NEU3","HP21",38.7176915486207,3,"Magnitude Reduction"
"206","UTA","HP21",42.9606413593197,2,"Magnitude Reduction"
"207","UVA","HP21",51.8874044453738,5,"Magnitude Reduction"
"208","IMP","HP21",58.2323142777779,1,"Magnitude Reduction"
"209","COL2","HP21",30.9963670950825,1.5,"Magnitude Reduction"
"210","ENS","HP21",38.3714732782318,3,"Magnitude Reduction"
"211","COL","HP22",11.9343664229969,1.5,"Magnitude Reduction"
"212","NEU3","HP22",43.500515655894,1,"Magnitude Reduction"
"213","UTA","HP22",46.6316507818744,1,"Magnitude Reduction"
"214","UVA","HP22",56.5142282868391,1,"Magnitude Reduction"
"215","IMP","HP22",57.7331205103251,3,"Magnitude Reduction"
"216","COL2","HP22",29.6576186550464,3.5,"Magnitude Reduction"
"217","ENS","HP22",40.9952500521626,1,"Magnitude Reduction"
"218","COL","HP23",7.43442094321623,3.5,"Magnitude Reduction"
"219","NEU3","HP23",38.6766522984382,4,"Magnitude Reduction"
"220","UTA","HP23",38.1530790353557,4,"Magnitude Reduction"
"221","UVA","HP23",51.8874044453738,5,"Magnitude Reduction"
"222","IMP","HP23",58.122079573637,2,"Magnitude Reduction"
"223","COL2","HP23",30.9963670950825,1.5,"Magnitude Reduction"
"224","ENS","HP23",37.5450005651839,4,"Magnitude Reduction"
"225","COL","HP24",11.9343664229969,1.5,"Magnitude Reduction"
"226","NEU3","HP24",43.4931934944998,2,"Magnitude Reduction"
"227","UTA","HP24",39.843737399697,3,"Magnitude Reduction"
"228","UVA","HP24",55.5320141609665,2,"Magnitude Reduction"
"229","IMP","HP24",57.4807742263232,4,"Magnitude Reduction"
"230","COL2","HP24",29.6576186550464,3.5,"Magnitude Reduction"
"231","ENS","HP24",39.6569507265883,2,"Magnitude Reduction"
"232","COL","HP14",0,0,"Peak Delay"
"233","NEU3","HP14",0,0,"Peak Delay"
"234","UTA","HP14",0,0,"Peak Delay"
"235","UVA","HP14",0,0,"Peak Delay"
"236","IMP","HP14",0,0,"Peak Delay"
"237","COL2","HP14",0,0,"Peak Delay"
"238","COL","HP15",0,0,"Peak Delay"
"239","NEU3","HP15",0,0,"Peak Delay"
"240","UTA","HP15",0,0,"Peak Delay"
"241","UVA","HP15",0,0,"Peak Delay"
"242","IMP","HP15",0,0,"Peak Delay"
"243","COL2","HP15",0,0,"Peak Delay"
"244","COL","HP16",-3,0,"Peak Delay"
"245","NEU3","HP16",1,0,"Peak Delay"
"246","UTA","HP16",2,0,"Peak Delay"
"247","UVA","HP16",1,0,"Peak Delay"
"248","IMP","HP16",2,0,"Peak Delay"
"249","COL2","HP16",1,0,"Peak Delay"
"250","COL","HP17",0,0,"Peak Delay"
"251","NEU3","HP17",2,0,"Peak Delay"
"252","UTA","HP17",3,0,"Peak Delay"
"253","UVA","HP17",2,0,"Peak Delay"
"254","IMP","HP17",1,0,"Peak Delay"
"255","COL2","HP17",1,0,"Peak Delay"
"256","COL","HP18",-3,0,"Peak Delay"
"257","NEU3","HP18",1,0,"Peak Delay"
"258","UTA","HP18",2,0,"Peak Delay"
"259","UVA","HP18",1,0,"Peak Delay"
"260","IMP","HP18",2,0,"Peak Delay"
"261","COL2","HP18",1,0,"Peak Delay"
"262","COL","HP19",0,0,"Peak Delay"
"263","NEU3","HP19",2,0,"Peak Delay"
"264","UTA","HP19",3,0,"Peak Delay"
"265","UVA","HP19",2,0,"Peak Delay"
"266","IMP","HP19",1,0,"Peak Delay"
"267","COL2","HP19",1,0,"Peak Delay"
"268","COL","HP20",0,0,"Peak Delay"
"269","NEU3","HP20",2,0,"Peak Delay"
"270","UTA","HP20",0,0,"Peak Delay"
"271","UVA","HP20",0,0,"Peak Delay"
"272","IMP","HP20",0,0,"Peak Delay"
"273","COL2","HP20",1,0,"Peak Delay"
"274","COL","HP21",-3,0,"Peak Delay"
"275","NEU3","HP21",2,0,"Peak Delay"
"276","UTA","HP21",2,0,"Peak Delay"
"277","UVA","HP21",1,0,"Peak Delay"
"278","IMP","HP21",2,0,"Peak Delay"
"279","COL2","HP21",1,0,"Peak Delay"
"280","COL","HP22",-2,0,"Peak Delay"
"281","NEU3","HP22",4,0,"Peak Delay"
"282","UTA","HP22",3,0,"Peak Delay"
"283","UVA","HP22",2,0,"Peak Delay"
"284","IMP","HP22",2,0,"Peak Delay"
"285","COL2","HP22",1,0,"Peak Delay"
"286","COL","HP23",-3,0,"Peak Delay"
"287","NEU3","HP23",2,0,"Peak Delay"
"288","UTA","HP23",3,0,"Peak Delay"
"289","UVA","HP23",1,0,"Peak Delay"
"290","IMP","HP23",2,0,"Peak Delay"
"291","COL2","HP23",1,0,"Peak Delay"
"292","COL","HP24",-2,0,"Peak Delay"
"293","NEU3","HP24",4,0,"Peak Delay"
"294","UTA","HP24",3,0,"Peak Delay"
"295","UVA","HP24",2,0,"Peak Delay"
"296","IMP","HP24",2,0,"Peak Delay"
"297","COL2","HP24",1,0,"Peak Delay"
