"","team","week","RL01_mean","RL01_perc2p5","RL01_perc97p5","Date","RL02_mean","RL02_perc2p5","RL02_perc97p5","RL03_mean","RL03_perc2p5","RL03_perc97p5","RL04_mean","RL04_perc2p5","RL04_perc97p5","RL05_mean","RL05_perc2p5","RL05_perc97p5","RL06_mean","RL06_perc2p5","RL06_perc97p5","RL07_mean","RL07_perc2p5","RL07_perc97p5","RL08_mean","RL08_perc2p5","RL08_perc97p5"
"222","UTA",14,1.70317818726822,0.355521789270924,3.09786548392763,2020-09-30,1.62534800860269,0.555423295375523,2.95031508968063,1.40530599766884,0.231352362896204,2.70130269350505,1.37878900977086,0.382671856626627,2.71566120828309,0.747139981165223,0.394394374213818,1.2858558135933,0.54975070365023,0.0758365374393674,1.11823465382592,0.635257176930457,0.274178328413684,1.12057515799316,0.471640391928168,0.0901043992610563,1.0393599590922
"223","UTA",15,1.83488659725223,0.497551573551879,3.0185965393252,2020-10-07,1.75996474373909,0.649603797021805,2.89890567366738,1.49574224385845,0.254842432080515,2.70107829737499,1.47212106182421,0.397636975539936,2.64354445330885,0.699086524334369,0.286414459703498,1.27402230657317,0.54331143186804,0.0631249038890006,1.16245363419811,0.566153359566172,0.176065896298261,1.13488727379656,0.445539017131513,0.059319029441647,0.999078386947298
"224","UTA",16,1.69029025130072,0.572355377569214,2.62927247071567,2020-10-14,1.63672896911615,0.634976854897388,2.58559008224096,1.38356702382602,0.27783724394972,2.3903204585656,1.38001294949966,0.37037618736772,2.33897240401984,0.623980153508618,0.208975192508815,1.17348928756383,0.523510582836526,0.0558867848605756,1.14958716107359,0.49347411729159,0.120041399085902,1.05612413638085,0.412423350244161,0.038711382346937,0.991615660686054
"225","UTA",17,1.42844657240346,0.607498984587956,2.24407989668546,2020-10-21,1.32752491670136,0.612431254877448,2.0973165835981,1.18357331481389,0.286061628767143,2.11358334516729,1.14072285347062,0.32919366321582,2.02095226385015,0.557763342243548,0.156124355401621,1.07756806778825,0.50869018800882,0.0523830427495297,1.04665858277475,0.414054650401527,0.0801406969538718,0.94107158222024,0.372745670621363,0.0296887241232505,0.904180856565441
"226","UTA",18,1.10882234120039,0.528219968560122,1.81334103911583,2020-10-28,0.958463429640893,0.516116879340066,1.47708150512836,0.941320094040432,0.253108814056354,1.79245852835636,0.835163865705283,0.263816210657039,1.6405540766734,0.471370815976806,0.115780111610014,0.935661381435138,0.464827727003628,0.0480632925254702,1.03896000672805,0.321773554839334,0.0511444434141009,0.772102834744559,0.312002673456,0.0216085309330588,0.771436635852378
"227","UTA",19,0.816980108545575,0.436744939644691,1.41022902476107,2020-11-04,0.655193068319671,0.349248436389642,1.1374342822866,0.707878670189408,0.20262300268899,1.35026159904573,0.579544798615462,0.195399212500029,1.16095661583704,0.385865879792023,0.0831243979520899,0.785755195687871,0.409383837676547,0.0393216844719483,0.954261955369384,0.242246319981466,0.0311257824153029,0.583841210272697,0.252320646974058,0.015878122463175,0.641601523384329
"228","UTA",20,0.613319635132467,0.330209773633648,1.20994931745287,2020-11-11,0.447177541378624,0.249211629100777,0.800743951479473,0.539962795403239,0.165659980463171,1.08327632434612,0.400872875984818,0.152761148176945,0.867222209619136,0.322839107898886,0.0639995715948596,0.644710055707606,0.367338837907707,0.036752366267251,0.898535034936199,0.184927514575122,0.0194512083833276,0.442838477970069,0.20668731159126,0.0115480576795026,0.567492027838896
"229","UTA",21,0.432763892965555,0.223031595485902,0.903703106190316,2020-11-18,0.286586732330247,0.15831768402018,0.552843182104746,0.38610003729585,0.126867296982884,0.836500777436939,0.259887834475154,0.103565257652404,0.600591129706805,0.316715036820775,0.0579013513831471,0.637008821486183,0.381334227782703,0.0423564036780374,0.979147468858218,0.163342127549805,0.014256291372616,0.409759517807459,0.196254517504245,0.0102641644302298,0.549263717894767
"230","UTA",22,0.364570700075789,0.190534791495764,0.839925266329329,2020-11-25,0.216495777680177,0.113326211033873,0.442644531103381,0.33142224060359,0.114387402387609,0.755552786942249,0.198793859339664,0.0775394304771759,0.468308472388878,0.27566046456456,0.0470891906511154,0.533373907675397,0.348556885439515,0.0413924655221572,0.938421978805644,0.129083600366086,0.00983976761658881,0.323598732352824,0.162492766024076,0.00867432637259383,0.436811594754543
"231","UTA",23,0.315334401162788,0.151950955101464,0.769229284390568,2020-12-02,0.165859528893504,0.0827265651325965,0.363852152314482,0.297501471230064,0.117959318884282,0.636206516611723,0.156125922823048,0.0615839296198346,0.350740007015537,0.2579261217056,0.04092508589029,0.487102095577116,0.335200069358734,0.0393947108545822,0.915822749159687,0.107636801527331,0.00661017591919154,0.273146700777109,0.141334637094624,0.00682623619228872,0.382422812102475
"232","UTA",24,0.26432059492446,0.106032946914354,0.726325140148244,2020-12-09,0.125340863586374,0.05841019658856,0.28711022855563,0.261500317090033,0.108662894943491,0.529591708775072,0.121858657975939,0.050474519747362,0.268309355595262,0.239025376334497,0.0362323616908587,0.436942133148514,0.317184223003756,0.0351238043094905,0.84521870557055,0.0898693424557278,0.00446312227952866,0.228106098368491,0.120646400868551,0.00527493723278379,0.309132888027925
"233","UTA",25,0.182451081141144,0.0661740117469465,0.512423923169969,2020-12-16,0.0767708283555729,0.0338243188793678,0.177306914282931,0.185392200017691,0.0703578871807907,0.396240911878231,0.0764426645122079,0.0306766670239094,0.166957004528332,0.282303676035822,0.0417407199385718,0.513115443507726,0.381252956220433,0.0422423387104553,0.913855792898492,0.0915258929435034,0.00393709073899468,0.238126446012736,0.128135665487452,0.00530227776888677,0.335260400153363
"234","UTA",26,0.137155039399468,0.0473440935783116,0.382750566826691,2020-12-23,0.0502345766387157,0.0211371615322085,0.117329689301832,0.143888817032363,0.0498662918919958,0.318012148536171,0.0507074072514256,0.0197068909171382,0.10721644857741,0.322377834099015,0.0490227183367629,0.551085160853296,0.433814990610231,0.0507180400610041,0.925150066170254,0.0877170848138957,0.00350631119873528,0.214801696900933,0.125755539429124,0.00516946740333565,0.325456985706194
"235","UTA",27,0.137819958295174,0.0411303105958198,0.386259237118343,2020-12-30,0.0436868841646197,0.0168917622311613,0.103547358304623,0.149784458028313,0.0459385418905985,0.342671796174913,0.0454763364006293,0.0163377798575943,0.0968709063235387,0.295088965624208,0.0485818599039616,0.506069315972471,0.388807081223456,0.0489598642923891,0.764356700406497,0.0696949467216713,0.00268628357189444,0.16295338233134,0.0990791742405542,0.00392331711560971,0.255930308201007
"236","UTA",28,0.118257550473032,0.0295845184856533,0.360788628525225,2021-01-06,0.0328825313804177,0.0108622072422681,0.0795446848819665,0.134340602441803,0.0361219121995914,0.314328814839828,0.0354104265477497,0.0121371891090362,0.0821560915466426,0.251959944786698,0.0439242913736278,0.420659064485621,0.326731054504969,0.0456312750031038,0.661500280906286,0.0534256220686791,0.00200108642849293,0.117991740302083,0.0754105467627444,0.00302398041769875,0.187549764421548
"237","UTA",29,0.0853702289944337,0.0192015486088911,0.240428043122265,2021-01-13,0.0209472403079338,0.00632404414975081,0.0503387883908803,0.100791786343527,0.0234763724507998,0.221688160925888,0.023252959227723,0.00697821187465767,0.0481413598572644,0.191583489023154,0.0386919235917937,0.304722869347507,0.245030951839966,0.0397159114441125,0.448949638145093,0.0359460689437849,0.00136352406751027,0.0770580023695005,0.0502198578649301,0.00198868610840293,0.121188814639293
"238","UTA",30,0.0678207817563668,0.0139400725717751,0.184391038297126,2021-01-20,0.0145186228764827,0.00394749324264546,0.0372165642518078,0.0840890904100013,0.0167856599480695,0.208264028944212,0.0168536996868265,0.00463826172600075,0.0340540982643804,0.160491956554757,0.0359152756903017,0.24340003347073,0.202216132402706,0.0364441225766709,0.347021892563594,0.0263753633989648,0.000954306738928018,0.0548613320900336,0.0363171445958137,0.00139815206008214,0.0831875239822707
"239","UTA",31,0.0574444400658195,0.0102776916800593,0.158296768312447,2021-01-27,0.0110050209143624,0.00272236852489448,0.0282210516524357,0.075043018738521,0.012701774390938,0.189970290935488,0.0132701220627484,0.0032069041112827,0.0308882473157646,0.139453966806138,0.0355144651296792,0.205114384502445,0.171648004794521,0.0351769521903978,0.30015214874324,0.0207703251783289,0.000708117901333106,0.0410178026099426,0.0279057903184204,0.000980462045474308,0.0623031077601083
"240","UTA",32,0.0506698509005953,0.00840894784212499,0.149338352018022,2021-02-03,0.008675871369302,0.0020374429290128,0.0231194972414669,0.0680904444758716,0.00989413913978493,0.187042401766409,0.0107514255891924,0.00237641247153596,0.0269404113708537,0.119554635190508,0.0351391422305503,0.175992925308149,0.144214521959377,0.0355976038552708,0.254709578544409,0.0160385777120047,0.000558391687970657,0.0314267587452855,0.0210467637191581,0.00071988006448708,0.0441176197613799
"241","UTA",33,0.0438678871454904,0.0069123534531804,0.135296572306421,2021-02-10,0.00685751225483392,0.00143388567561969,0.0197879386361761,0.0601084196968176,0.00789298391125688,0.173271411469042,0.00866362323599317,0.00166981005697864,0.0236767725961019,0.0988127479846076,0.0336793108306357,0.146692943717893,0.117356542075636,0.0344099303622692,0.199085747869909,0.0121839420257134,0.000427011011490903,0.0241210382968669,0.0156371308909812,0.00053720672056145,0.0318443319122861
"242","UTA",34,0.035840992136019,0.0054055795155044,0.10590940158937,2021-02-17,0.00528630659092616,0.00104109320178241,0.0164395932355165,0.0505473898571118,0.00625835174997518,0.15054146753817,0.00675337122624867,0.00117533909192236,0.0188099130888479,0.0786470427942227,0.0299508112956451,0.115347188119551,0.0927775472628267,0.0324130276618537,0.154938810020804,0.00895484518237771,0.000313569728061835,0.017203601932552,0.0113518405494142,0.000406560126685492,0.0228483325670544
"243","UTA",35,0.0285275950657266,0.00380606034101165,0.0851314381173813,2021-02-24,0.00404167818503871,0.00072609613268158,0.0119856555807894,0.0400258672687971,0.00486083477497385,0.124269934211281,0.00513383782279557,0.000832125339051129,0.0146793698896674,0.0597123228886126,0.0248684066017833,0.0879294557694152,0.0701559887649667,0.0277071736749924,0.115597046200808,0.00638257337948164,0.000208597355640608,0.0125593481505592,0.00796315492902683,0.000297459939212588,0.0160547391319808
"244","UTA",36,0.020443930192311,0.00271373584136196,0.0589829656900797,2021-03-03,0.00278253315817505,0.000485944105575083,0.00802186196095955,0.0280094670199764,0.00332815245385525,0.0818367555916348,0.00350938825213426,0.000537310222224648,0.010246534882891,0.0408922074479217,0.0173055210862621,0.059980436817226,0.0482182699300614,0.0197868386876676,0.0781331034817695,0.00412972793461574,0.000125875268098203,0.00799509007113423,0.00513198362342575,0.000183406293876403,0.0102521168926203
"245","UTA",37,0.0142621278543283,0.00195425667862879,0.0397069850564687,2021-03-10,0.0018444413264557,0.000303620599500732,0.00507919066485423,0.0194607451433343,0.00240439684743722,0.0543620653881891,0.00228091732200402,0.000361871025831892,0.00611561165965459,0.0278593300899425,0.0121487429832569,0.0411406611003914,0.0330354795706976,0.0141211934229742,0.0529850150107381,0.00259935802838659,7.67715929234787e-05,0.0050156333711523,0.00324810418043119,0.000113146141021635,0.00652068484147019
"246","UTA",38,0.0104426621282916,0.00146809425074164,0.0282312055756916,2021-03-17,0.00127606761847065,0.000202467679804994,0.00323253755824996,0.0141557870483774,0.00179841864546782,0.0375956416314133,0.00155315571203034,0.000240022273570591,0.00393543767411475,0.0199610911154622,0.00901030316323993,0.0292403280131655,0.0238539985031251,0.0104734220931308,0.0415589313437174,0.00171111289819061,4.99141496228081e-05,0.0036110350675823,0.00214484694882766,7.68787924974968e-05,0.00424686742955925
"247","UTA",39,0.00815057128424481,0.00111944968287596,0.0231712160912229,2021-03-24,0.000939618386917413,0.000141490892849151,0.00238264252597803,0.0108982272874219,0.00129583898773185,0.0298373714439584,0.00111710975673244,0.000168080651635911,0.0025181372916537,0.0150241466353848,0.00628313711660447,0.0234560246222188,0.0181004969012154,0.00807024919139918,0.0319584104470356,0.00117923642154634,3.16913376855595e-05,0.00255314488525785,0.00151308143118952,4.82735144297133e-05,0.00318041297006558
"248","UTA",40,0.00612319146316443,0.000775841028669914,0.0184039766912255,2021-03-31,0.000667504592411138,8.89848247724404e-05,0.00181564829855908,0.00835416383255547,0.000898247505543221,0.0229336662144626,0.000799864198156186,0.000107059503818697,0.00194393528114433,0.0112669155502413,0.00459557308335521,0.0180230850043425,0.0137967950836242,0.00607857521891952,0.0261541693464679,0.000817375435279498,2.02848866818476e-05,0.0017953123595581,0.00104866593471323,3.15570473125251e-05,0.00224292287419722
"249","UTA",41,0.00411531813200568,0.000538203050118985,0.0117479524462882,2021-04-07,0.000433930044945778,5.99602692007447e-05,0.00116421961689124,0.00558458797780998,0.000591948467489823,0.0148018956834651,0.000519652967010288,7.12533082299657e-05,0.00128191907903803,0.00759084182715383,0.00319227306959037,0.0120890229724495,0.00942423190029849,0.004455595669303,0.0183600284807419,0.00052145660123897,1.22826105333425e-05,0.00112278219983505,0.000679740838228983,2.00838710436777e-05,0.00144478318809328
"250","UTA",42,0.00267112555986616,0.000376074363348484,0.00769166447014223,2021-04-14,0.000278368415764677,3.7899106265214e-05,0.000759879580002848,0.00352021431416095,0.000414744095481957,0.00924013253183664,0.00031955516198627,4.29534208208222e-05,0.000769817235991182,0.00461099993916069,0.00202258199686842,0.00751634725576214,0.00587056163790732,0.00286475916222802,0.0124578039972393,0.000301376681264081,6.62248783825383e-06,0.000667523650973745,0.000395249169521141,1.11273004253215e-05,0.000887011311165881
"251","UTA",43,0.00170598799391276,0.000241410038457344,0.00486605426026322,2021-04-21,0.000171626251926741,2.45736283800019e-05,0.000474824353466027,0.002127945571312,0.000275298468394573,0.00538451595880771,0.000188617931471948,2.72695946640611e-05,0.00049389877514268,0.00263574777289703,0.00115336627169245,0.00417630434697688,0.0034852509519137,0.00158676067150589,0.00762918114945875,0.000160844187861213,3.30631636555231e-06,0.000366824881603064,0.000216695247049828,5.62545091285315e-06,0.000484835361166587
"252","UTA",44,0.00106980792445849,0.000155249348912355,0.00312619427692709,2021-04-28,0.000103860988388235,1.47510533743205e-05,0.00030233953879116,0.00127452578228694,0.000181856102636753,0.00307915686595599,0.000109182818338713,1.64111735093315e-05,0.000309790024686246,0.00151644178651967,0.000689932444816376,0.00227155224154107,0.00206123235957674,0.000970647492902378,0.00481980163385291,8.70463073959938e-05,1.56749084257176e-06,0.000185500926531296,0.000119651142105163,2.98764914107121e-06,0.00029503098599475
"253","UTA",45,0.000677172005216302,9.79470486822711e-05,0.00192127754867949,2021-05-05,6.26901915923353e-05,9.00428086083545e-06,0.000186218165690188,0.000788287705444402,0.000120645827042095,0.00195081825746374,6.55309058863757e-05,9.92023736832971e-06,0.000202872285057457,0.000920202461441024,0.000401161755058772,0.00142441604725438,0.0012889513133577,0.000608983850524899,0.00311667693757464,4.96463591207653e-05,8.07632410453261e-07,0.000106686079569262,7.02603369519141e-05,1.53385938029294e-06,0.000185169519478688
"254","UTA",46,0.000432037760534023,6.70237714503655e-05,0.00125889534099654,2021-05-12,3.78938695283503e-05,5.54057068318178e-06,0.000120412931321264,0.000494224639086672,7.73484852448735e-05,0.00131073945335113,3.91969514139691e-05,6.10917075924109e-06,0.000124419377627508,0.000564024645112092,0.000208344307964981,0.000975485130426366,0.000818107110299005,0.000364042890849535,0.00198317466058167,2.88370067023064e-05,3.85374004886499e-07,6.35343852936114e-05,4.15114440609694e-05,7.36592653530831e-07,0.000119788169712685
"255","UTA",47,0.000270416465829894,4.09239853226309e-05,0.000793486509458883,2021-05-19,2.28231334644653e-05,3.34217126398777e-06,7.37404422855558e-05,0.000309493975141571,5.19829684036421e-05,0.000872258811978439,2.32377441314023e-05,3.52972981174347e-06,7.32335190421606e-05,0.000335905872195514,0.000101937671748058,0.000614175209683285,0.000506281320769813,0.000185741105620465,0.00128147443206898,1.59994646249241e-05,1.67211903932729e-07,3.88697355479891e-05,2.37829773223498e-05,3.31859677995614e-07,7.10540517105938e-05
"256","UTA",48,0.000172150406445575,2.65645837276395e-05,0.000515897335384158,2021-05-26,1.38181042419602e-05,2.00708652872428e-06,4.72145632432714e-05,0.0001920994071809,3.28893896771383e-05,0.000554767498769392,1.40191010901601e-05,1.92829966747771e-06,4.6039638938144e-05,0.000201314655775221,5.24387201531135e-05,0.000384675081931379,0.00031124837317261,0.000101957086596238,0.000840928877861203,8.89360317849416e-06,7.36850672398132e-08,2.4463103971722e-05,1.35072663529232e-05,1.58265235732003e-07,4.45229267588768e-05
"257","UTA",49,0.000106833934064682,1.66347039879624e-05,0.000307543586076023,2021-06-02,8.15358618427134e-06,1.1757017231301e-06,2.98913670041468e-05,0.000117585199470596,2.10157764154414e-05,0.000345304376128684,8.18874360436083e-06,1.05220147828877e-06,2.90503574575495e-05,0.000125165949158756,2.65541762485092e-05,0.000270226608321844,0.000201229113812456,5.50509534164526e-05,0.000622186286053739,5.11241525517812e-06,3.15576931265353e-08,1.58144061974435e-05,7.96939844767619e-06,7.54387999977497e-08,2.78663705935025e-05
"258","UTA",50,5.49338628098088e-05,9.05614478864686e-06,0.00015252269627033,2021-06-09,3.886745097279e-06,5.8458584066074e-07,1.54891384239157e-05,5.88015015984609e-05,1.14445851478288e-05,0.000181732103515562,3.86614309809034e-06,5.05307951406432e-07,1.50138243125521e-05,9.14002018989377e-05,1.48012736399086e-05,0.00022151109396673,0.00015333137709242,3.38679281753461e-05,0.000530956254115873,3.35601390932891e-06,1.40368822633397e-08,1.15108968888102e-05,5.38970975476471e-06,3.94495345409171e-08,2.05324423977424e-05
"259","UTA",51,2.89639991510476e-05,5.20228989162655e-06,8.08662541061632e-05,2021-06-16,1.96624785597805e-06,3.07986669009681e-07,8.35591935644262e-06,3.05885815257228e-05,5.73362147803107e-06,9.6493872806416e-05,1.95389415506046e-06,2.1937272237793e-07,8.41245046519138e-06,6.20528912506099e-05,7.40284614765416e-06,0.000165017517079893,0.000108437353398559,1.8188371412881e-05,0.000424983654198613,2.08006289955387e-06,5.65644744958041e-09,7.75431576221613e-06,3.46045705252161e-06,1.76984405767141e-08,1.41257126694221e-05
"260","UTA",52,1.56329050364322e-05,3.03634468383475e-06,4.31034397917452e-05,2021-06-23,1.02539055352445e-06,1.58214082374353e-07,4.91726549755888e-06,1.62151439924298e-05,2.17246849729328e-06,4.95300743549973e-05,1.03116059466397e-06,8.47139841686382e-08,4.87612170260842e-06,4.32089799736273e-05,3.78696517532078e-06,0.000124706590851081,7.81906231603363e-05,9.61926346640259e-06,0.000332166061878271,1.32351874245976e-06,2.37539327644455e-09,5.26328545353094e-06,2.26775392185379e-06,7.63823250104195e-09,9.93825912276032e-06
"261","UVA",1,0,0,0,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","UVA",2,0,0,0,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","UVA",3,0,0,0,2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","UVA",4,0,0,0,2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","UVA",5,0,0,0,2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","UVA",6,0,0,0,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","UVA",7,0,0,0,2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","UVA",8,0,0,0,2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","UVA",9,0.028791991005802,0.0207711776093477,0.0367661852209955,2020-08-26,0.028791991005802,0.0207711776093477,0.0367661852209955,0.028791991005802,0.0207711776093477,0.0367661852209955,0.028791991005802,0.0207711776093477,0.0367661852209955,0.028791991005802,0.0207711776093477,0.0367661852209955,0.0172303528257626,0.0127760724851055,0.0215389318594844,0.028791991005802,0.0207711776093477,0.0367661852209955,0.0172303528257626,0.0127760724851055,0.0215389318594844
"270","UVA",10,0.161701584352335,0.0824260037711319,0.260200234691984,2020-09-02,0.161701584352335,0.0824260037711319,0.260200234691984,0.161701584352335,0.0824260037711319,0.260200234691984,0.161701584352335,0.0824260037711319,0.260200234691984,0.161701584352335,0.0824260037711319,0.260200234691984,0.0547347307765841,0.0307243613436511,0.0831692840637658,0.161701584352335,0.0824260037711319,0.260200234691984,0.0547347307765841,0.0307243613436511,0.0831692840637658
"271","UVA",11,0.551728713990337,0.174638441361498,1.13095509309276,2020-09-09,0.551728713990337,0.174638441361498,1.13095509309276,0.551728713990337,0.174638441361498,1.13095509309276,0.551728713990337,0.174638441361498,1.13095509309276,0.545637662091518,0.174638441361498,1.06174134959347,0.0890104544013096,0.030883770304155,0.176888698490174,0.545637662091518,0.174638441361498,1.06174134959347,0.0890104544013096,0.030883770304155,0.176888698490174
"272","UVA",12,1.58990119409905,0.355685236601641,3.56523984523177,2020-09-16,1.58990119409905,0.355685236601641,3.56523984523177,1.58990119409905,0.355685236601641,3.56523984523177,1.58990119409905,0.355685236601641,3.56523984523177,1.14083799703697,0.355685236601641,2.09089666388695,0.150724984243981,0.0318564309355449,0.375440505806221,1.14083799703697,0.355685236601641,2.09089666388695,0.150724984243981,0.0318564309355449,0.375440505806221
"273","UVA",13,3.1236571478836,0.66886347512516,6.15373654213376,2020-09-23,3.1236571478836,0.66886347512516,6.15373654213376,3.1236571478836,0.66886347512516,6.15373654213376,3.1236571478836,0.66886347512516,6.15373654213376,1.50140126883692,0.606109897369602,2.95096478848963,0.257861408948771,0.0332235384663359,0.765395288582952,1.50140126883692,0.606109897369602,2.95096478848963,0.257861408948771,0.0332235384663359,0.765395288582952
"274","UVA",14,3.93516957714327,1.10512730155784,5.85241585362524,2020-09-30,3.93516957714327,1.10512730155784,5.85241585362524,3.93516957714327,1.10512730155784,5.85241585362524,3.93516957714327,1.10512730155784,5.85241585362524,1.69468752026281,0.577270594173444,3.39807593308633,0.428551508854979,0.0349918175556922,1.41818970476753,1.69468752026281,0.577270594173444,3.39807593308633,0.428551508854979,0.0349918175556922,1.41818970476753
"275","UVA",15,3.59345195604724,1.53715675714234,4.14385369854217,2020-10-07,3.59345195604724,1.53715675714234,4.14385369854217,3.59345195604724,1.53715675714234,4.14385369854217,3.59345195604724,1.53715675714234,4.14385369854217,1.69114135998021,0.493297504362599,3.20471095713576,0.658216234420657,0.0371074540619985,2.23818524568033,1.69114135998021,0.493297504362599,3.20471095713576,0.658216234420657,0.0371074540619985,2.23818524568033
"276","UVA",16,2.81245170906567,1.78342116164713,2.96547608032707,2020-10-14,2.81245170906567,1.78342116164713,2.96547608032707,2.81245170906567,1.78342116164713,2.96547608032707,2.81245170906567,1.78342116164713,2.96547608032707,1.52942719489727,0.418404830756324,2.6269521777129,0.900161687434805,0.0395489359437369,2.89395004230737,1.52942719489727,0.418404830756324,2.6269521777129,0.900161687434805,0.0395489359437369,2.89395004230737
"277","UVA",17,2.09686558780814,1.7356890976056,2.18999145255751,2020-10-21,2.04558328639727,1.69913607260134,2.1379762759724,2.09686558780814,1.7356890976056,2.18999145255751,2.04558328639727,1.69913607260134,2.1379762759724,1.30090961048109,0.350904604011643,2.04694309370765,1.08854181531007,0.0422726465029672,3.08857039262315,1.27698865803626,0.345803780634176,2.00396561574666,1.06999996380815,0.0416765156701242,3.02990560667619
"278","UVA",18,1.50447046552542,0.943876596855516,1.66052489399503,2020-10-28,1.38441290630937,0.861316124647458,1.53066794540994,1.50447046552542,0.943876596855516,1.66052489399503,1.38441290630937,0.861316124647458,1.53066794540994,1.07770075727818,0.291884521007541,1.62264944614376,1.18606552422022,0.04523219179658,2.85800486354131,1.00874960636449,0.27647361842813,1.50932502537888,1.1166686346974,0.0429676804443299,2.67447813457261
"279","UVA",19,1.01782005616548,0.408966619503214,1.286903274172,2020-11-04,0.869650930843201,0.343266335037949,1.09546386781666,1.01782005616548,0.408966619503214,1.286903274172,0.869650930843201,0.343266335037949,1.09546386781666,0.88920044457932,0.241463953098449,1.30457344665005,1.19719748122674,0.0483568011947389,2.4387590715478,0.776221890963376,0.214750884103673,1.13436127613156,1.05780262007576,0.0432890400567408,2.13678509410964
"280","UVA",20,0.647444010472826,0.157482668074133,1.01797765428615,2020-11-11,0.510556487578484,0.119951868423947,0.789032460077379,0.647444010472826,0.157482668074133,1.01797765428615,0.510556487578484,0.119951868423947,0.789032460077379,0.735324045993734,0.199136946782889,1.03990775656305,1.14647519074249,0.0515129543146006,2.00148455165663,0.589033552070646,0.162544266953221,0.833849848782349,0.935938831097439,0.0425535021749548,1.62580784589879
"281","UVA",21,0.393984558269141,0.0559588876177926,0.818420914314239,2020-11-18,0.282395192418451,0.0371496082690277,0.565257973270647,0.393984558269141,0.0559588876177926,0.818420914314239,0.282395192418451,0.0371496082690277,0.565257973270647,0.607348734210663,0.163980464632594,0.819158622877496,1.05803689351919,0.0546370029807967,1.65167532409574,0.438129623909932,0.119515861878764,0.596088791662844,0.783511384442902,0.0405797604211648,1.22349628913066
"282","UVA",22,0.234184938290547,0.0190148224620149,0.660983298411856,2020-11-25,0.148849589371136,0.0102695132102738,0.402572213762644,0.234184938290547,0.0190148224620149,0.660983298411856,0.148849589371136,0.0102695132102738,0.402572213762644,0.498982986997918,0.135021977625986,0.660452712974754,0.949207007236244,0.0576205700317061,1.37848378125222,0.317133525380975,0.0851199035948189,0.429890485121228,0.624848355288989,0.0374963176466579,0.912155240549885
"283","UVA",23,0.137860317387737,0.00623941354062656,0.535161239444935,2020-12-02,0.0761526108467149,0.00255493751396795,0.278659442356693,0.137860317387737,0.00623941354062656,0.535161239444935,0.0761526108467149,0.00255493751396795,0.278659442356693,0.471058372450129,0.131320616523335,0.62364660841117,0.97805449142833,0.0728846814173428,1.35039774299228,0.252137301881677,0.0675488253375681,0.338372311369426,0.548392787135324,0.0394988029842879,0.763754120107656
"284","UVA",24,0.0810554801685383,0.00199438262173972,0.412911665958472,2020-12-09,0.0382374934334534,0.000540670595355053,0.188071935324463,0.0810554801685383,0.00199438262173972,0.412911665958472,0.0382374934334534,0.000540670595355053,0.188071935324463,0.596771516063968,0.183395802504099,0.792446066373209,1.35819683185784,0.133157948966135,1.84348495859552,0.25670273017839,0.0711463994026437,0.350230978770292,0.624209091118431,0.0565485142379128,0.85117303323144
"285","UVA",25,0.0479002204948049,0.000587675782645577,0.301817969247481,2020-12-16,0.0192581881232463,9.3256954725256e-05,0.12282204940119,0.0479002204948049,0.000587675782645577,0.301817969247481,0.0192581881232463,9.3256954725256e-05,0.12282204940119,0.716554287571292,0.222772708291321,0.991231841881326,1.72926551719416,0.248981805114807,2.3976579264669,0.25926636488608,0.07282825111356,0.362193554623425,0.693753695142766,0.0819143359475412,0.952026790987097
"286","UVA",26,0.0286074351167563,0.000167127598170298,0.210282349270665,2020-12-23,0.00992355465737649,1.45098432026265e-05,0.0767472216788681,0.0286074351167563,0.000167127598170298,0.210282349270665,0.00992355465737649,1.45098432026265e-05,0.0767472216788681,0.744595908176345,0.151367103819253,1.13821520600624,1.81279893339326,0.381208580617245,2.71046337017648,0.244643600628053,0.057013801650109,0.356115699129648,0.7025162474492,0.114134364487928,0.998744295670821
"287","UVA",27,0.0173409106322803,4.44192861112168e-05,0.141836119277494,2020-12-30,0.00522361145248876,1.35687866758937e-06,0.0465161325821255,0.0173409106322803,4.44192861112168e-05,0.141836119277494,0.00522361145248876,1.35687866758937e-06,0.0465161325821255,0.673485880740533,0.0957533653076576,1.18130574416757,1.57247535378024,0.212019916236255,2.68612218445609,0.212054679551137,0.0333854418962703,0.332267689034172,0.637582144153839,0.10656658040247,0.968436215573116
