"","Team","Scenario","Reduction","Rank","Output"
"69","COL2","HP23",464906.428593749,3,"Averted Number"
"70","ENS","HP23",1117857.12005901,4,"Averted Number"
"71","COL","HP24",313557.5,3,"Averted Number"
"72","NEU3","HP24",1660759.7,4,"Averted Number"
"73","UTA","HP24",2805820.17456935,3,"Averted Number"
"74","UVA","HP24",747782.448717732,3,"Averted Number"
"75","IMP","HP24",1052847.59890739,3,"Averted Number"
"76","COL2","HP24",459402.324169742,4,"Averted Number"
"77","ENS","HP24",1173361.62439404,3,"Averted Number"
"78","COL","HP14",3.20876587392178,6,"Averted Percent"
"79","NEU3","HP14",0.0402240523832708,10,"Averted Percent"
"80","UTA","HP14",13.9205880142762,6,"Averted Percent"
"81","UVA","HP14",0.50419864878222,10,"Averted Percent"
"82","IMP","HP14",0.185862723900557,10.5,"Averted Percent"
"83","COL2","HP14",0.0264683315989515,10,"Averted Percent"
"84","ENS","HP14",3.87455202098895,10,"Averted Percent"
"85","COL","HP15",0,11,"Averted Percent"
"86","NEU3","HP15",0.00499023931601846,11,"Averted Percent"
"87","UTA","HP15",-0.931946114664903,11,"Averted Percent"
"88","UVA","HP15",0.00042510499295967,11,"Averted Percent"
"89","IMP","HP15",0.185862723900557,10.5,"Averted Percent"
"90","COL2","HP15",0.000108085819507083,11,"Averted Percent"
"91","ENS","HP15",-0.190688211453733,11,"Averted Percent"
"92","COL","HP16",2.06725220449135,10,"Averted Percent"
"93","NEU3","HP16",10.4345251593667,7,"Averted Percent"
"94","UTA","HP16",5.99833528150976,9,"Averted Percent"
"95","UVA","HP16",10.1727218416685,7,"Averted Percent"
"96","IMP","HP16",14.5224408208558,7,"Averted Percent"
"97","COL2","HP16",8.73604533357112,6,"Averted Percent"
"98","ENS","HP16",8.67237084963147,8,"Averted Percent"
"99","COL","HP17",2.83226592510116,8,"Averted Percent"
"100","NEU3","HP17",10.9566222099892,6,"Averted Percent"
"101","UTA","HP17",5.04747014023608,10,"Averted Percent"
"102","UVA","HP17",7.51813981751258,8,"Averted Percent"
"103","IMP","HP17",15.2726984528133,5.5,"Averted Percent"
"104","COL2","HP17",8.51932398396335,8,"Averted Percent"
"105","ENS","HP17",8.42882595852125,9,"Averted Percent"
"106","COL","HP18",2.17353477075321,9,"Averted Percent"
"107","NEU3","HP18",10.1582307295164,8,"Averted Percent"
"108","UTA","HP18",10.8816263890344,7,"Averted Percent"
"109","UVA","HP18",13.4518292560558,5,"Averted Percent"
"110","IMP","HP18",8.80660954034196,8,"Averted Percent"
"111","COL2","HP18",8.77617911217992,5,"Averted Percent"
"112","ENS","HP18",9.25749939071313,7,"Averted Percent"
"113","COL","HP19",2.96451491672655,7,"Averted Percent"
"114","NEU3","HP19",9.98283190293754,9,"Averted Percent"
"115","UTA","HP19",10.4281684687657,8,"Averted Percent"
"116","UVA","HP19",13.156334672784,6,"Averted Percent"
"117","IMP","HP19",15.2726984528133,5.5,"Averted Percent"
"118","COL2","HP19",8.55607525008424,7,"Averted Percent"
"119","ENS","HP19",10.2353110136212,5,"Averted Percent"
"120","COL","HP20",3.7961565548524,5,"Averted Percent"
"121","NEU3","HP20",13.4488694306436,5,"Averted Percent"
"122","UTA","HP20",23.4073199798561,5,"Averted Percent"
"123","UVA","HP20",2.45924683938563,9,"Averted Percent"
"124","IMP","HP20",2.60060649034597,9,"Averted Percent"
"125","COL2","HP20",2.19680944402207,9,"Averted Percent"
"126","ENS","HP20",9.98778107127534,6,"Averted Percent"
"127","COL","HP21",10.6601847982861,2,"Averted Percent"
"128","NEU3","HP21",24.8370608137259,2,"Averted Percent"
"129","UTA","HP21",54.8637183238089,2,"Averted Percent"
"130","UVA","HP21",21.1651911841439,2,"Averted Percent"
"131","IMP","HP21",22.913508861499,2,"Averted Percent"
"132","COL2","HP21",42.5618917131831,1,"Averted Percent"
"133","ENS","HP21",31.3881723887751,2,"Averted Percent"
"134","COL","HP22",12.225559713503,1,"Averted Percent"
"135","NEU3","HP22",27.8920461727354,1,"Averted Percent"
"136","UTA","HP22",64.9491484240471,1,"Averted Percent"
"137","UVA","HP22",27.4411740426974,1,"Averted Percent"
"138","IMP","HP22",23.253886610114,1,"Averted Percent"
"139","COL2","HP22",11.8784017186764,2,"Averted Percent"
"140","ENS","HP22",31.8733175530599,1,"Averted Percent"
"141","COL","HP23",6.11722362732324,4,"Averted Percent"
"142","NEU3","HP23",23.6180069111836,3,"Averted Percent"
"143","UTA","HP23",32.7168080885654,4,"Averted Percent"
"144","UVA","HP23",16.6242692814155,4,"Averted Percent"
"145","IMP","HP23",18.644601786309,4,"Averted Percent"
"146","COL2","HP23",11.8759711668763,3,"Averted Percent"
"147","ENS","HP23",20.2948158406472,4,"Averted Percent"
"148","COL","HP24",6.90816852276155,3,"Averted Percent"
"149","NEU3","HP24",23.5576701233649,4,"Averted Percent"
"150","UTA","HP24",35.5116729718357,3,"Averted Percent"
"151","UVA","HP24",18.0880342571361,3,"Averted Percent"
"152","IMP","HP24",19.1082139352904,3,"Averted Percent"
"153","COL2","HP24",11.7353695717624,4,"Averted Percent"
"154","ENS","HP24",21.30250606652,3,"Averted Percent"
"155","COL","HP14",0,10.5,"Magnitude Reduction"
"156","NEU3","HP14",0.0204337260872058,11,"Magnitude Reduction"
"157","UTA","HP14",0.826512888622512,10,"Magnitude Reduction"
"158","UVA","HP14",0,9.5,"Magnitude Reduction"
"159","IMP","HP14",0,10.5,"Magnitude Reduction"
"160","COL2","HP14",0,10.5,"Magnitude Reduction"
"161","ENS","HP14",0.141157769118286,10,"Magnitude Reduction"
"162","COL","HP15",0,10.5,"Magnitude Reduction"
"163","NEU3","HP15",0.0303917416319439,10,"Magnitude Reduction"
"164","UTA","HP15",-1.14890015385872,11,"Magnitude Reduction"
"165","UVA","HP15",0,9.5,"Magnitude Reduction"
"166","IMP","HP15",0,10.5,"Magnitude Reduction"
"167","COL2","HP15",0,10.5,"Magnitude Reduction"
"168","ENS","HP15",-0.186418068704463,11,"Magnitude Reduction"
"169","COL","HP16",0.936456638770716,8.5,"Magnitude Reduction"
"170","NEU3","HP16",20.4911719603721,7,"Magnitude Reduction"
"171","UTA","HP16",29.716875960583,6,"Magnitude Reduction"
"172","UVA","HP16",47.9976722194945,7,"Magnitude Reduction"
"173","IMP","HP16",48.5370904311109,5.5,"Magnitude Reduction"
"174","COL2","HP16",26.7835218493155,5.5,"Magnitude Reduction"
"175","ENS","HP16",29.0771315099411,8,"Magnitude Reduction"
"176","COL","HP17",5.97690994593094,5.5,"Magnitude Reduction"
"177","NEU3","HP17",28.0601773537795,5,"Magnitude Reduction"
"178","UTA","HP17",25.0814467357995,9,"Magnitude Reduction"
"179","UVA","HP17",47.4261740351687,8,"Magnitude Reduction"
"180","IMP","HP17",47.7342007495073,7.5,"Magnitude Reduction"
"181","COL2","HP17",24.4927863982444,7.5,"Magnitude Reduction"
"182","ENS","HP17",29.795282536405,6,"Magnitude Reduction"
"183","COL","HP18",0.936456638770716,8.5,"Magnitude Reduction"
"184","NEU3","HP18",20.4799532052446,8,"Magnitude Reduction"
"185","UTA","HP18",29.7626638280945,5,"Magnitude Reduction"
"186","UVA","HP18",48.0604067018721,6,"Magnitude Reduction"
"187","IMP","HP18",48.5370904311109,5.5,"Magnitude Reduction"
"188","COL2","HP18",26.7835218493155,5.5,"Magnitude Reduction"
"189","ENS","HP18",29.0933487757347,7,"Magnitude Reduction"
"190","COL","HP19",5.97690994593094,5.5,"Magnitude Reduction"
"191","NEU3","HP19",28.0299744185585,6,"Magnitude Reduction"
"192","UTA","HP19",26.9809969108869,7,"Magnitude Reduction"
"193","UVA","HP19",51.5597669975994,3,"Magnitude Reduction"
"194","IMP","HP19",47.7342007495073,7.5,"Magnitude Reduction"
"195","COL2","HP19",24.4927863982444,7.5,"Magnitude Reduction"
"196","ENS","HP19",30.7957725701212,5,"Magnitude Reduction"
"197","COL","HP20",5.92795447287579,7,"Magnitude Reduction"
"198","NEU3","HP20",17.8104741757291,9,"Magnitude Reduction"
"199","UTA","HP20",25.6629637013348,8,"Magnitude Reduction"
"200","UVA","HP20",-0.918483498320921,11,"Magnitude Reduction"
"201","IMP","HP20",3.58042720409908,9,"Magnitude Reduction"
"202","COL2","HP20",2.94974352066161,9,"Magnitude Reduction"
"203","ENS","HP20",9.16884659606324,9,"Magnitude Reduction"
"204","COL","HP21",7.18544322200298,3.5,"Magnitude Reduction"
"205","NEU3","HP21",39.6142404860145,3,"Magnitude Reduction"
"206","UTA","HP21",54.5548291127076,2,"Magnitude Reduction"
"207","UVA","HP21",48.3697275221556,4,"Magnitude Reduction"
"208","IMP","HP21",53.230189477507,1,"Magnitude Reduction"
"209","COL2","HP21",52.9381841089944,1,"Magnitude Reduction"
"210","ENS","HP21",42.6487689882303,1,"Magnitude Reduction"
"211","COL","HP22",11.7333920115001,1.5,"Magnitude Reduction"
"212","NEU3","HP22",44.1549615827678,1,"Magnitude Reduction"
"213","UTA","HP22",60.0090979784271,1,"Magnitude Reduction"
"214","UVA","HP22",53.1935132158214,1,"Magnitude Reduction"
"215","IMP","HP22",52.5806941240468,3,"Magnitude Reduction"
"216","COL2","HP22",29.2073921645829,3.5,"Magnitude Reduction"
"217","ENS","HP22",41.8131751795243,2,"Magnitude Reduction"
"218","COL","HP23",7.18544322200298,3.5,"Magnitude Reduction"
"219","NEU3","HP23",39.5753159127139,4,"Magnitude Reduction"
"220","UTA","HP23",47.9128490388925,4,"Magnitude Reduction"
"221","UVA","HP23",48.3654346013692,5,"Magnitude Reduction"
"222","IMP","HP23",53.2033488637811,2,"Magnitude Reduction"
"223","COL2","HP23",30.4525427204541,2,"Magnitude Reduction"
"224","ENS","HP23",37.782489059869,4,"Magnitude Reduction"
"225","COL","HP24",11.7333920115001,1.5,"Magnitude Reduction"
"226","NEU3","HP24",44.1072483755645,2,"Magnitude Reduction"
"227","UTA","HP24",50.2421134165509,3,"Magnitude Reduction"
"228","UVA","HP24",52.0862666486436,2,"Magnitude Reduction"
"229","IMP","HP24",52.4838678499916,4,"Magnitude Reduction"
"230","COL2","HP24",29.2073921645829,3.5,"Magnitude Reduction"
"231","ENS","HP24",39.9767134111389,3,"Magnitude Reduction"
"232","COL","HP14",0,0,"Peak Delay"
"233","NEU3","HP14",0,0,"Peak Delay"
"234","UTA","HP14",0,0,"Peak Delay"
"235","UVA","HP14",0,0,"Peak Delay"
"236","IMP","HP14",0,0,"Peak Delay"
"237","COL2","HP14",0,0,"Peak Delay"
"238","COL","HP15",0,0,"Peak Delay"
"239","NEU3","HP15",0,0,"Peak Delay"
"240","UTA","HP15",0,0,"Peak Delay"
"241","UVA","HP15",0,0,"Peak Delay"
"242","IMP","HP15",0,0,"Peak Delay"
"243","COL2","HP15",0,0,"Peak Delay"
"244","COL","HP16",-1,0,"Peak Delay"
"245","NEU3","HP16",0,0,"Peak Delay"
"246","UTA","HP16",2,0,"Peak Delay"
"247","UVA","HP16",1,0,"Peak Delay"
"248","IMP","HP16",2,0,"Peak Delay"
"249","COL2","HP16",0,0,"Peak Delay"
"250","COL","HP17",0,0,"Peak Delay"
"251","NEU3","HP17",1,0,"Peak Delay"
"252","UTA","HP17",3,0,"Peak Delay"
"253","UVA","HP17",3,0,"Peak Delay"
"254","IMP","HP17",2,0,"Peak Delay"
"255","COL2","HP17",0,0,"Peak Delay"
"256","COL","HP18",-1,0,"Peak Delay"
"257","NEU3","HP18",0,0,"Peak Delay"
"258","UTA","HP18",2,0,"Peak Delay"
"259","UVA","HP18",1,0,"Peak Delay"
"260","IMP","HP18",2,0,"Peak Delay"
"261","COL2","HP18",0,0,"Peak Delay"
"262","COL","HP19",0,0,"Peak Delay"
"263","NEU3","HP19",1,0,"Peak Delay"
"264","UTA","HP19",3,0,"Peak Delay"
"265","UVA","HP19",3,0,"Peak Delay"
"266","IMP","HP19",2,0,"Peak Delay"
"267","COL2","HP19",0,0,"Peak Delay"
"268","COL","HP20",0,0,"Peak Delay"
"269","NEU3","HP20",1,0,"Peak Delay"
"270","UTA","HP20",0,0,"Peak Delay"
"271","UVA","HP20",0,0,"Peak Delay"
"272","IMP","HP20",1,0,"Peak Delay"
"273","COL2","HP20",0,0,"Peak Delay"
"274","COL","HP21",0,0,"Peak Delay"
"275","NEU3","HP21",2,0,"Peak Delay"
"276","UTA","HP21",2,0,"Peak Delay"
"277","UVA","HP21",1,0,"Peak Delay"
"278","IMP","HP21",3,0,"Peak Delay"
"279","COL2","HP21",0,0,"Peak Delay"
"280","COL","HP22",0,0,"Peak Delay"
"281","NEU3","HP22",3,0,"Peak Delay"
"282","UTA","HP22",2,0,"Peak Delay"
"283","UVA","HP22",3,0,"Peak Delay"
"284","IMP","HP22",2,0,"Peak Delay"
"285","COL2","HP22",0,0,"Peak Delay"
"286","COL","HP23",0,0,"Peak Delay"
"287","NEU3","HP23",2,0,"Peak Delay"
"288","UTA","HP23",2,0,"Peak Delay"
"289","UVA","HP23",1,0,"Peak Delay"
"290","IMP","HP23",3,0,"Peak Delay"
"291","COL2","HP23",0,0,"Peak Delay"
"292","COL","HP24",0,0,"Peak Delay"
"293","NEU3","HP24",3,0,"Peak Delay"
"294","UTA","HP24",3,0,"Peak Delay"
"295","UVA","HP24",3,0,"Peak Delay"
"296","IMP","HP24",2,0,"Peak Delay"
"297","COL2","HP24",0,0,"Peak Delay"
